TroubleTicketing_4-Feb-2026_12-43-47 Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709308","1012708","ZMK149","ST(PG)","Metro","Classic","ZMK149","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 13:12:29","","03-Jul-2021 13:12","","21-Jan-2026 16:34:51","System","STC","","TWL-EM-WEST MOHAMMMED AmrozMohammed Samad","Parent","","532291665","21-Jan-2026 16:34:51","","1676 Day(s) 23:32:32","40248","STC-No      ","No","-1676 Day(s) 18:32:31      ","-1676 Day(s) 18:32:31","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1676 Day(s) 23:32:32","1","","","","","21.300234","39.871409","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709386","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","23-Jan-2026 12:53","","23-Jan-2026 12:53:59","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","23-Jan-2026 12:53:59","","11 Day(s) 23:52:01","288","STC-No      ","No","-11 Day(s) 16:52:00      ","-11 Day(s) 16:52:00","","Standard","Assign","Critical","Third Escalation","10","23-Jan-2026 12:54:41","30","23-Jan-2026 12:54:41","","","","","reassigned","","","Incident","Manual","11 Day(s) 23:52:01","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","23-Jan-2026 12:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709473","1000135","ZBR153","ST,ZN,MB,BR(PG)","Unknown,Metro","Classic","ZBR153","Grid","Central","Qassim","Ericsson-PV","Rural","In-House","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","29-Jan-2026 11:50","29-Jan-2026 11:51","29-Jan-2026 11:50:46","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","29-Jan-2026 11:55:24","3rd Escalation ","Parent","","","29-Jan-2026 11:50:47","Super Admin  - 9898976789(superadmin)","00:00:59","0","STC-Yes      ","Yes","04:59:00      ","04:59:00","","Standard","Closed","Critical","Assignment","10","29-Jan-2026 11:51:54","30","29-Jan-2026 11:51:54","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Closed","","","Incident","Manual","00:00:59","1","","","","","26.02618","42.59135","","","","value","value","value","Action Taken","Metro","","1","","","","","Outage","29-Jan-2026 11:49","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:03","","","P0","","","","","","00.02","","",
"TT00709671","1000089","ZMKA023","ST(PG)","Metro","Classic","ZMKA023","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","STC","","Auto Ticket Disable","General","","","02-Feb-2026 17:03","","02-Feb-2026 17:03:41","Super Admin  - 9898976789(SuperAdmin)","STC","","Field User ","Parent","","","02-Feb-2026 17:03:42","","1 Day(s) 19:42:01","44","-      ","","      ","","","Standard","Assign","Critical","Assignment","","","","","","","","","","","","Auto Ticket Disable","Manual","1 Day(s) 19:42:01","1","","","","","21.39339","39.87345","","","","","","","","Metro","","1","","","","","Outage","02-Feb-2026 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709209","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Battery High Voltage","Battery","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:23","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:23","","21 Day(s) 22:11:01","526","STC-No      ","No","-21 Day(s) 10:11:00      ","-21 Day(s) 10:11:00","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709214","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:48","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:38:48","","21 Day(s) 22:11:01","526","STC-No      ","No","-21 Day(s) 17:11:00      ","-21 Day(s) 17:11:00","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709218","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Ac Meter Not Responding","AC Meter","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:51","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:38:51","","21 Day(s) 22:11:01","526","STC-No      ","No","-21 Day(s) 10:11:00      ","-21 Day(s) 10:11:00","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","sda","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","24.75373","46.8731","","","","","","","","Metro","TT00709210","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709328","1000004","ZRI238","ST,MB(PG)","Metro,Unknown","Silver","ZRI238","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","Mobily,STC","","Acu Fault (Itc)","General","","","21-Jan-2026 17:01","","21-Jan-2026 17:01:05","Super Admin  - 9898976789(superadmin)","Mobily,STC","","3rd Escalation ","Parent","","","21-Jan-2026 17:01:06","","13 Day(s) 19:44:01","332","STC-No      ","No","-13 Day(s) 14:44:00      ","-13 Day(s) 14:44:00","","Standard","Assign","Critical","Third Escalation","10","21-Jan-2026 17:03:50","30","21-Jan-2026 17:03:50","","","","","reassigned","","","Incident","Manual","13 Day(s) 19:44:01","1","","","","","24.58003","46.77692","","","","","","","","Metro","","1","","","","","Outage","21-Jan-2026 16:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709444","1000002","Udhailiyah-GOSP12","ST(PG)","Metro,Remote","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","28-Jan-2026 12:49","","28-Jan-2026 15:20:43","RTTS","STC","","TWL_South ","Parent","","","28-Jan-2026 15:20:44","","6 Day(s) 23:56:01","168","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS195","Tawal Test Ticket_011","Degraded","28-JAN-2026 12:49:10","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709126","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Ac Meter Not Responding","AC Meter","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","30-Dec-2025 15:53:52","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","30-Dec-2025 15:53:52","","36 Day(s) 12:45:01","877","STC-No      ","No","-36 Day(s) 00:45:00      ","-36 Day(s) 00:45:00","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","36 Day(s) 12:45:01","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709292","1010342","ZTF457","ST(PG)","Metro","Classic","ZTF457","Grid","West","Taif","Nokia-PV","Urban","Nokia","","","Door Alarm","General","03-Jul-2021 11:25:16","","03-Jul-2021 11:25","","21-Jan-2026 16:34:47","System","STC","","TWL-EM-WEST Tauqeeer Alam Khan","Parent","","572406072","21-Jan-2026 16:34:47","","1677 Day(s) 01:19:45","40249","STC-No      ","No","-1676 Day(s) 20:19:44      ","-1676 Day(s) 20:19:44","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1677 Day(s) 01:19:45","1","","","","","21.45827","40.4914","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709585","1000191","Z51005","ST","Major Remote","Classic","Z51005","Dual Generator","East","Jouf","Huawei-PV","Rural","Ericsson","STC","","Fire Alarm","General","13-Jan-2026 11:39:00","","13-Jan-2026 11:39","","30-Jan-2026 11:34:38","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","30-Jan-2026 11:34:39","","22 Day(s) 01:06:01","529","STC-No      ","No","-21 Day(s) 20:06:00      ","-21 Day(s) 20:06:00","Open","Standard","Assign","Critical","Assignment","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","22 Day(s) 01:06:01","1","","","","","30.0086","39.159142","","","","","","","","Major Remote","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709750","1000136","Z79020","ST,ZN,MB,BR","Unknown,Remote","Classic","Z79020","Single Generator","West","Madinah","Nokia-PV","Rural","Ericsson","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","03-Feb-2026 16:42","","03-Feb-2026 16:42:45","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","03-Feb-2026 16:42:45","","20:03:01","20","STC-No      ","No","-13:03:00      ","-13:03:00","","Standard","Assign","Critical","Assignment","","","","","","","Test","","Resolved","","","Incident","Manual","20:03:01","1","","","","","23.8819","39.0237","","","","value","value","value","Action Taken","Remote","","1","","","","","Outage","03-Feb-2026 16:41","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","","","","P0","","","","","","","","",
"TT00709765","1000136","Z79020","ST,ZN,MB,BR","Unknown,Remote","Classic","Z79020","Single Generator","West","Madinah","Nokia-PV","Rural","Ericsson","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","03-Feb-2026 16:55","","03-Feb-2026 16:55:20","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","03-Feb-2026 16:55:20","","19:50:01","20","STC-No      ","No","-12:50:00      ","-12:50:00","","Standard","Assign","Critical","Assignment","","","","","","","","","","","","Incident","Manual","19:50:01","1","","","","","23.8819","39.0237","","","","","","","","Remote","","1","","","","","Outage","03-Feb-2026 16:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709807","1000136","Z79020","ST,ZN,MB,BR","Unknown,Remote","Classic","Z79020","Single Generator","West","Madinah","Nokia-PV","Rural","Ericsson","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","04-Feb-2026 12:08","04-Feb-2026 12:11","04-Feb-2026 12:08:21","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","04-Feb-2026 12:08:21","","00:03:13","0","STC-Yes      ","Yes","06:56:47      ","06:56:47","","Standard","Resolved","Critical","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:03:13","1","","","","","23.8819","39.0237","","","","value","valuevalue","value","Action Taken","Remote","","1","","","","","Outage","04-Feb-2026 12:06","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:03","","","P0","","","","","","00.05","","",
"TT00709408","1000123","ZKH638","ST(PG)","Remote","Classic","ZKH638","Grid","South","Asir","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","25-Jan-2026 15:10","","25-Jan-2026 15:10:06","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","25-Jan-2026 15:10:10","","9 Day(s) 21:35:01","238","STC-No      ","No","-9 Day(s) 14:35:00      ","-9 Day(s) 14:35:00","","Standard","Assign","Critical","First Escalation","","","","","","","Test","","Resolved","","","Incident","Manual","9 Day(s) 21:35:01","1","","","","","17.95742","43.276569","","","","value","value","value","Action Taken","Remote","","1","","","","","Outage","25-Jan-2026 15:08","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","","","","P0","","","","","","","","",
"TT00709412","1000002","ZRY336","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC,test9","","Bbs Climate Unit Alarm","General","25-Jan-2026 22:19:00","","25-Jan-2026 22:19","","25-Jan-2026 22:19:43","Super Admin  - 9898976789(superadmin)","STC,test9","","TWL_South ","Child","","","25-Jan-2026 22:19:44","","9 Day(s) 14:26:00","230","STC-No      ","No","-7 Day(s) 14:26:00      ","-7 Day(s) 14:26:00","Open","Standard","Assign","Low","First Escalation","","","","","","","","","test done","test done","","Incident","Manual","9 Day(s) 14:26:00","1","","","","","24.7202","46.6569","","","","","","","","Metro","TT00709411","1","","","","","Degraded","25-Jan-2026 15:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709420","1000131","ZHA924","ST,ZN,MB,BR,SM(PG)","Unknown,Remote","Classic","ZHA924","Grid","Central","Hail","Huawei-PV","Rural","Ericsson","Bravo,Mobily,STC,Salam,Zain","","Acu Fault (Itc)","General","","","26-Jan-2026 23:14","","26-Jan-2026 23:14:28","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Salam,Zain","","3rd Escalation ","Parent","","","26-Jan-2026 23:14:29","","8 Day(s) 13:31:01","206","STC-No      ","No","-8 Day(s) 06:31:00      ","-8 Day(s) 06:31:00","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","8 Day(s) 13:31:01","1","","","","","27.82415","41.58191","","","","","","","","Remote","","1","","","","","Outage","26-Jan-2026 23:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709057","1006457","Udhailiyah-GOSP12","ST(PG)","Remote","Classic","ZTY997","Grid","West","Tabuk","Huawei-PV","SubUrban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","22-Dec-2025 13:04:00","RTTS","STC","","TWL-EM-EAST ","Parent","","","22-Jan-2026 15:15:26","","987 Day(s) 22:24:00","23710","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","v","","","RTTS Ticket","Integration","00:00:00","0","","","","","27.61945","38.52431","","","","","","","","Remote","","1","HSID1","","RTTS3650","Tawal Test Ticket_011","Degraded","23-MAY-2023 14:21:11","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZTY997","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709243","1000034","ZND881","ST(PG)","Metro","Classic","ZND881","Grid","East","Dammam","Huawei-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","19-Jan-2026 14:11","19-Jan-2026 14:51","19-Jan-2026 14:11:47","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","19-Jan-2026 14:11:47","","00:40:00","1","STC-Yes      ","Yes","04:20:00      ","04:20:00","","Standard","Resolved","Critical","Assignment","10","19-Jan-2026 14:12:38","30","19-Jan-2026 14:12:38","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:40:00","1","","","","","26.52977","50.02298","","","","value","value","value","Action Taken","Metro","","1","","","","","Outage","19-Jan-2026 14:10","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:40","","","P0","","00:00:52","","","","00.67","","",
"TT00709319","1008188","ZHF116","ST(PG)","Major Metro","Golden","ZHF116","Grid","East","Ahsa","Huawei-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 14:08:26","","03-Jul-2021 14:08","","21-Jan-2026 16:34:53","System","STC","","TWL-EM-EAST Muhammad Sohail Rabnawaz","Parent","","535037981","21-Jan-2026 16:34:53","","1676 Day(s) 22:36:35","40247","STC-No      ","No","-1676 Day(s) 18:36:34      ","-1676 Day(s) 18:36:34","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1676 Day(s) 22:36:35","1","","","","","25.358373","49.735824","","","","","","","","Major Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709411","1000002","Udhailiyah-GOSP12","ST(PG)","Metro,Remote","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","25-Jan-2026 22:02:15","RTTS","STC","","TWL_South ","Parent","","","25-Jan-2026 22:02:18","","987 Day(s) 22:24:00","23710","-      ","","      ","","","Standard","Referred","Low","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","1","RTTS362","Tawal Test Ticket_011","Degraded","23-MAY-2023 14:21:11","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709413","1000003","ZRH352","ST,ZN-12,BR,MB(PG)","Metro","Classic","ZRH352","Grid + Generator","East","Jubail","Ericsson-PV","Rural","Ericsson","Bravo,Indus,Mobily,STC,Zain","","Battery Theft","General","25-Jan-2026 22:40:00","","25-Jan-2026 22:40","","25-Jan-2026 22:40:32","Super Admin  - 9898976789(superadmin)","Bravo,Indus,Mobily,STC,Zain","","TWL-EM-CENTER ","Parent","","","25-Jan-2026 22:40:32","","9 Day(s) 14:05:01","230","STC-No      ","No","-7 Day(s) 14:05:00      ","-7 Day(s) 14:05:00","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","test done for digital dispatch","","Incident","Manual","9 Day(s) 14:05:01","1","","","","","46","67","","","","","","","","Metro","","1","","","","","No","25-Jan-2026 14:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709419","1000129","ZJB811","ST,ZN,MB,SM(PG)","Unknown,Metro","Classic","ZJB811","Grid","East","Jubail","Ericsson-PV","Urban","Huawei","Mobily,STC,Salam,Zain","","Acu Fault (Itc)","General","","","26-Jan-2026 23:03","","26-Jan-2026 23:03:54","Super Admin  - 9898976789(superadmin)","Mobily,STC,Salam,Zain","","3rd Escalation ","Parent","","","26-Jan-2026 23:03:55","","8 Day(s) 13:42:01","206","STC-No      ","No","-8 Day(s) 08:42:00      ","-8 Day(s) 08:42:00","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","8 Day(s) 13:42:01","1","","","","","27.01134","49.6312","","","","","","","","Metro","","1","","","","","Outage","26-Jan-2026 23:02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709441","1000057","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","26-Aug-2025 04:15","","28-Jan-2026 12:28:00","RTTS","STC","","TWL_South super admin ","Parent","","9898976789","28-Jan-2026 12:29:26","","162 Day(s) 08:30:01","3897","-      ","","      ","","","Standard","Restored","Critical","Assignment","","","","","Access-IT-Management","Aggregator HW issue","asxasx","","asxasx","","","RTTS Ticket","Integration","00:00:00","0","","","","","26.26056","36.44891","","","","","","","","Metro","","1","","","RTTS906","Tawal Test Ticket_011","Degraded","26-AUG-2025 04:15:45","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","Required Permanent Solution","ZWJ022","Core Transport","Dispute With MPLS","Channel republished","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709446","1000002","Udhailiyah-GOSP12","ST(PG)","Metro,Remote","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","28-Jan-2026 12:52","","28-Jan-2026 15:23:58","RTTS","STC","","TWL_South ","Parent","","","28-Jan-2026 15:23:58","","6 Day(s) 23:53:00","168","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS676","Tawal Test Ticket_011","Degraded","28-JAN-2026 12:52:25","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709809","1000135","ZBR153","ST,ZN,MB,BR(PG)","Unknown,Metro","Classic","ZBR153","Grid","Central","Qassim","Ericsson-PV","Rural","In-House","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","04-Feb-2026 12:24","","04-Feb-2026 12:24:17","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","04-Feb-2026 12:24:17","","00:21:00","0","STC-Yes      ","Yes","04:39:00      ","04:39:00","","Standard","Assign","Critical","Assignment","","","","","","","","","","","","Incident","Manual","00:21:00","1","","","","","26.02618","42.59135","","","","","","","","Metro","","1","","","","","Outage","04-Feb-2026 12:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709197","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 2 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:28","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:35:28","","21 Day(s) 22:11:01","526","STC-No      ","","-21 Day(s) 22:03:00      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709196","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709207","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 2 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:21","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:37:21","","21 Day(s) 22:11:01","526","STC-No      ","","-21 Day(s) 22:03:00      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709196","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709273","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:09:40","","03-Jul-2021 03:09","","21-Jan-2026 16:34:42","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:42","","1677 Day(s) 09:35:21","40258","STC-No      ","No","-1677 Day(s) 02:35:20      ","-1677 Day(s) 02:35:20","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1677 Day(s) 09:35:21","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709403","1000011","ZJZ296","ST(PG)","Remote","Classic","ZJZ296","Hybrid","South","Jizan","Machine-Talk","Rural","Huawei","","","Acu Fault (Itc)","General","25-Jan-2026 12:41:21","","25-Jan-2026 12:41","","25-Jan-2026 13:03:59","System","","","TWL-EM-SOUTH Mohamed TalaatSaad Ramadan","Parent","","567840846","25-Jan-2026 13:03:59","","10 Day(s) 00:03:40","240","-      ","No","      ","-9 Day(s) 17:03:39","Open","Standard","Assign","Critical","Second Escalation","","","","","","","","","Atheeb Not associated with site.","Acu Fault (Itc)","","Incident","Auto","10 Day(s) 00:03:40","1","","","","","17.43723","42.96968","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
